token_id,image,Background,Skin Tone,Body Shape,Top,Eyebrows,Eye Style,Eye Color,Mouth,Hair (Front),Hair (Back),Hair Color,Hat,Necklace,Archetype of Power,Sun Sign,Moon Sign,Rising Sign,Will,Wisdom,Wonder,Woe,Wit,Wiles,Face Markings,Facewear,Hair Topper,Back Item,Earrings,Forehead Jewelry,Hair (Middle),Mask,Outerwear
8563,https://cryptocoven.s3.amazonaws.com/e78b968e22db7078cb072a2d129cc91e.png,Lavender,Midnight,Soft,Straps (Black),Arched (Brown),Hypnotic,Pink,Pursed (Natural),Aletheia,Keridwen,Mauve,,,Hag,Taurus,Leo,Taurus,2,9,8,1,2,7,,Jeweled Septum Ring (Blue),Leafy Crown,,,,,,
8564,https://cryptocoven.s3.amazonaws.com/089e2bac772f1ab6e293c7ee850883a7.png,Plum,Dawn,Chiseled,Mugler Collarbone Cutout (Black),Round (Navy),Circle Lens,Pink,Bow (Red),Aradia,Aradia,Navy,,,Occultist,Leo,Gemini,Libra,1,4,3,5,6,3,,,,,,Darkened Demon Third Eye (Opal),,,
8565,https://cryptocoven.s3.amazonaws.com/ca6b5cedcbea6e22058b7bd79be008b8.png,Moss,Day,Soft,Fluffy Shroud (White),Bushy (Brown),Circle Lens,Grey Green,Plump (Natural),Bald,,,,Natural Dried Orange Stack (Natural),Hag,Aries,Aquarius,Gemini,6,8,4,6,1,2,,,Gentle Horns,,,,,,
8566,https://cryptocoven.s3.amazonaws.com/09f7a9d575ef476497007b5ed254e8ba.png,Lavender,Dusk,Chiseled,Ragged Shawl (Black),Thin Arched (Grey),Circle Lens,Bicolor Blue Gold,Bow (Red),Box Braids,Box Braid Pony,Black,Witch,,Occultist,Gemini,Virgo,Libra,6,7,5,4,7,9,,,,,,,,,
8567,https://cryptocoven.s3.amazonaws.com/dbf0d24a63eb96aa5ad17cc893712180.png,Sea,Dusk,Lithe,Sheer Sleeves (Black),Bushy (Brown),Sunset Almond,Glo,Parted (Beige),Drill Curls,,Lavender,,,Mage,Pisces,Capricorn,Capricorn,5,7,9,5,0,4,,,Bat Wings,,,,,,
8568,https://cryptocoven.s3.amazonaws.com/56b52797dfa21527add5341cad1cde4a.png,Pink,Twilight,Lithe,Mugler Collarbone Cutout (Black),Thin Arched (Grey),Hypnotic,Pink,Bow (Purple),Aradia Short,Flowy Pony,Lavender,,,Occultist,Aries,Capricorn,Aquarius,3,6,6,9,6,8,Horned Moon Markings (Purple),,,Chinese Lantern,,,,,Bone Corset (White)
8569,https://cryptocoven.s3.amazonaws.com/2d3dc7c54d441a343580dbf35b107e14.png,Sea,Sunset,Soft,Mock Neck (Black),Strong (Black),Babylash,Blue,Bow (Brown),Curtain,Xuannu,Silver,,Creepy Yeha Pearls (Pearl),Necromancer,Gemini,Aquarius,Aries,6,9,7,9,4,7,,,,Lily,,,,,
8570,https://cryptocoven.s3.amazonaws.com/ea9a642d508259ab7606c101b7bec268.png,Pink,Midnight,Lithe,Off Shoulder (Black),Bushy (Brown),Darkened Demon Bloom,Emerald,Witchy Pout (Black),Aletheia,,Mermaid,,,Occultist,Aquarius,Pisces,Pisces,2,1,8,9,2,9,,,Bat Wings,,,,,,
8571,https://cryptocoven.s3.amazonaws.com/d03463468377db5e95d8c33ce7047533.png,Lavender,Dawn,Soft,Peter Pan (White),Strong (Black),Babylash,Grey,Pursed (Natural),Xuannu,Calm Pigtails,Silver,,,Necromancer,Taurus,Leo,Aries,8,6,5,9,1,8,,,,,,,,,
8572,https://cryptocoven.s3.amazonaws.com/42605a90db93a79fa746975227a84ab3.png,Plum,Midnight,Lithe,Straps (Black),Pencil (White),Smudged Snake,Aqua,Bow (Red),Aradia,Aradia,Mermaid,,Chaotic Howl Stack (Eclectic),Occultist,Aries,Cancer,Gemini,3,4,0,9,5,9,,,Maleficent Horns,Chinese Lantern,,Darkened Demon Third Eye (Opal),,,
8573,https://cryptocoven.s3.amazonaws.com/250354f1eec0eb7dae23796181429b35.png,Sea,Midnight,Chiseled,Ragged Shawl (Black),Strong (Black),Reverse Cateye,Opal,Dark Gloss (Dark),Curtain,Low Pony,Auburn,,,Necromancer,Capricorn,Taurus,Capricorn,4,9,2,5,6,0,,,,Chinese Lantern,Pearly Skulls (Silver),,,Graceful Bat,
8574,https://cryptocoven.s3.amazonaws.com/18d556befff2997a28a41f047f887b3e.png,Sea,Sunset,Soft,Fluffy Shroud (White),Strong (Black),Blank,Flooded Glo,Pursed (Natural),Curl Cloud,,Lavender,,,Seer,Aquarius,Aries,Sagittarius,3,9,1,2,0,6,,,,Lily,,,,,
8575,https://cryptocoven.s3.amazonaws.com/402f2807a9324f41e8a36433b541f69d.png,Taupe,Sunset,Soft,Open Collar with Bow (White),Medium Flat (Black),Circle Lens,Bicolor Blue Gold,Bow (Coral),Xuannu,Calm Pigtails,Pink,,,Hag,Scorpio,Capricorn,Capricorn,2,8,5,5,5,3,,,,Chinese Lantern,Basic Piercings (Silver),,,,
8576,https://cryptocoven.s3.amazonaws.com/3323b963d18557fc1bc0d050b15a898f.png,Plum,Twilight,Chiseled,Shroud (Wisteria),Pencil (White),Alert,Grey,Dark Gloss (Dark),Keridwen,High Blowout,Steel,,,Enchantress,Aquarius,Cancer,Cancer,6,4,2,1,5,6,,,,Lily,Basic Piercings (Silver),,,Moth Gauze (White),
8577,https://cryptocoven.s3.amazonaws.com/e5bd060f98841e0977d31e2b3a9703f1.png,Plum,Day,Lithe,Mock Neck (Black),Bushy (Brown),Reverse Cateye,Glo,Bow (Dusk),Aletheia,Keridwen,Ash,,Eclectic Choker Stack (Green),Occultist,Sagittarius,Scorpio,Leo,6,7,0,8,5,9,Mangekyō Markings (Black),Givenchy Nosering (Silver),,,,,,,
8578,https://cryptocoven.s3.amazonaws.com/6c7b3e44b37e431d01f87db0b92a8b32.png,Lavender,Dusk,Lithe,Shroud (Dusty Rose),Arched (Brown),Sunset Almond,Glo,Plump (Natural),Aradia,Aradia,Steel,Many Eyed Hat,,Hag,Aries,Gemini,Cancer,6,4,9,2,7,2,,,,,,,,,
8579,https://cryptocoven.s3.amazonaws.com/143b79fc7520d4a96d787c94e883d3e5.png,Lavender,Dawn,Soft,Vivetta Hand Collar (Red),Arched (Brown),Sclera,Gold,Parted (Black),Curtain,Low Pony,Lavender,,,Necromancer,Pisces,Sagittarius,Virgo,8,3,0,9,4,5,Cheek and Chin Mole,,Horns of Taurus,Chinese Lantern,,,,,
8580,https://cryptocoven.s3.amazonaws.com/1786be3f3e09e97e825db2a5e3f62a09.png,Pink,Day,Lithe,Straps (Black),Thin Arched (Grey),Smudged Monolid,Red,Bow (Purple),Xuannu,High Blowout,Steel,,Moon Choker (Silver),Mage,Libra,Pisces,Aries,6,1,3,2,4,3,Mage Script Helm (Aqua),,,Chinese Lantern,,,,,
8581,https://cryptocoven.s3.amazonaws.com/1c28400e237a86de2acb81a23b6b1e17.png,Taupe,Night,Lithe,Sheer Sleeves (Black),Strong (Black),Hooded Side,Pink,Bow (Dusk),Baby Drill Curls,,Platinum,Hoodlondon Hathor (Gold),Moon Necklace (Silver),Seer,Pisces,Taurus,Aries,7,9,1,6,7,7,,Blindfold (Aquamarine),,,,,,,
8582,https://cryptocoven.s3.amazonaws.com/188d40bdcf1ff647f7169122249acbc1.png,Pink,Night,Lithe,Mock Neck (Black),Bushy (White),Smudged,Gold,Round (Dark),Nyx,Low Pony,Glo,,,Mage,Pisces,Virgo,Sagittarius,0,1,9,9,5,5,,,,,Basic Piercings (Silver),,,,
8583,https://cryptocoven.s3.amazonaws.com/1cd150bb214202771671ba5be9092d90.png,Peach,Sunset,Lithe,Shroud (Lilac),Strong (Black),Hooded Side,Gold,Round (Red),Xuannu,,Mauve,,,Seer,Libra,Cancer,Capricorn,5,7,5,1,7,8,Cheek Mole,Bridge Piercing,,,,,,,
8584,https://cryptocoven.s3.amazonaws.com/1c074142de4fa8c65c7d9480f5d394f1.png,Pink,Midnight,Soft,Shroud (Dusk),Bushy (White),Blank,White,Round (Dark),Aradia Short,Soft Waves,Silver,,,Seer,Leo,Cancer,Aquarius,5,8,8,3,6,4,Cheek Mole,,,Monstera,,,,,
8585,https://cryptocoven.s3.amazonaws.com/67817f8a76acdc7de7eef7e0e5170f99.png,Taupe,Dawn,Soft,Straps (Black),Round (Navy),Hooded Side,Carnelian,Parted (Beige),Curl Cloud,Curl Cloud,Auburn,,,Occultist,Capricorn,Capricorn,Gemini,8,6,2,5,4,4,,Septum Ring (Turquoise),,Chinese Lantern,Fang Charm (Red),,,,
8586,https://cryptocoven.s3.amazonaws.com/28c2ac90a9d6912f65f62e0efa02aa0f.png,Lavender,Night,Soft,Sheer Striped (Black),Round (Navy),Babylash,Pink,Bow (Red),Aletheia,,Lilac,Dita Disk (Black),Moon Necklace (Silver),Necromancer,Gemini,Taurus,Pisces,9,8,4,3,8,5,,,,,,,,,
8587,https://cryptocoven.s3.amazonaws.com/bee9ff6ece46d72f6478a7b64715f569.png,Plum,Sunset,Chiseled,Leather Neck Piece (Black),Thin Arched (Grey),Smudged Monolid,Red,Bow (Purple),Curl Cloud,,Lavender,,,Occultist,Virgo,Capricorn,Scorpio,7,5,1,5,7,5,Cheek and Chin Mole,Simple Septum Ring (Silver),Gentle Horns,,,,,,
8588,https://cryptocoven.s3.amazonaws.com/558562bde81238846f0128019118f6be.png,Pink,Dusk,Chiseled,Pearl Shawl,Thin Arched (Grey),Blank,White,Parted (Black),Curl Cloud,Flowy Pony,Ash,,,Seer,Libra,Gemini,Cancer,9,7,9,1,0,8,,,,,,Raised Third Eye (Pink),,,
8589,https://cryptocoven.s3.amazonaws.com/3d860eada2fde80b51e622b541efb5a4.png,Lavender,Midnight,Soft,Shroud (Dusty Rose),Medium Flat (Black),Blank,Glo,Bow (Purple),Bald,,,Hoodlondon Hathor (Gold),Eclectic Choker Stack (Blue),Seer,Capricorn,Pisces,Leo,4,9,3,3,7,8,,,,Monstera,,,,,
8590,https://cryptocoven.s3.amazonaws.com/b0b5f4f825c2ed27482142951c9633b1.png,Lavender,Midnight,Chiseled,Shroud (Lilac),Bushy (Brown),Circle Lens,Pink,Witchy Pout (Black),Curl Cloud,Curl Cloud,Auburn,,,Hag,Leo,Leo,Virgo,4,4,4,1,8,4,,Labret (Silver),Anemone Horns,Chinese Lantern,,,,,
8591,https://cryptocoven.s3.amazonaws.com/fea2235f4d859a55fcd34b99d185f5bb.png,Sea,Dusk,Soft,Mugler Collarbone Cutout (Black),Pencil (White),Circle Lens,Lilac,Round (Red),Gelled Baby Hair,Bubble Braids,Black,,,Mage,Virgo,Pisces,Aquarius,6,2,3,4,6,8,,Jeweled Septum Ring (Blue),Bat Wings,Scripted Mage Aura (Green),,,Double Locs,,
8592,https://cryptocoven.s3.amazonaws.com/50380121467d923dfaca4f629b1069f5.png,Taupe,Twilight,Lithe,Shredded Top (Black),Pencil (White),Clear Graphic,Grey,Bow (Purple),Xuannu,,Pink,,,Seer,Pisces,Virgo,Aries,4,4,1,2,4,8,,,,Lily,,,,,
8593,https://cryptocoven.s3.amazonaws.com/eeead255150da3365fdc6a7fecf03b0c.png,Pink,Dawn,Chiseled,Vivetta Ghost Hand Collar (Black),Thin Arched (Grey),Babylash,Pink,Punks Cig (Natural),Dramatic Swoop,Dramatic Swoop,Auburn,,,Necromancer,Taurus,Taurus,Taurus,4,1,1,6,6,8,,Sad Girl Tears,Maleficent Horns,Chinese Lantern,,,,,
8594,https://cryptocoven.s3.amazonaws.com/2e37d64e6bbbd0caf4021f936740dabc.png,Sea,Sunset,Lithe,Straps (Black),Bushy (Brown),Circle Lens,Pink,Bow (Red),Nyx,Cute Pigtails,Auburn,,,Mage,Scorpio,Aquarius,Scorpio,7,8,4,9,5,3,,,Bat Wings,Scripted Mage Aura (Blue),,,,,
8595,https://cryptocoven.s3.amazonaws.com/a6dba810e459d228aba8c80dda1df482.png,Plum,Dawn,Chiseled,Mugler Collarbone Cutout (Black),Pencil (White),Circle Lens,Bicolor Blue Gold,Bow (Purple),Dramatic Swoop,Dramatic Swoop,Mermaid,,,Necromancer,Virgo,Leo,Capricorn,9,1,4,8,7,6,Cheek Mole,,,Lily,,,,Moth Gauze (White),
8596,https://cryptocoven.s3.amazonaws.com/8189b2c7f1955cf0ed6b5495a1a2fc49.png,Moss,Night,Soft,Shirt with Tie (White),Strong (Black),Sunset Almond,Glo,Medusa (Natural),Xuannu,Low Pony,Lilac,,,Mage,Cancer,Aries,Taurus,8,3,8,7,8,8,,Simple Octagon Glasses (Silver),Bat Wings,,,,,,School Uniform (Black)
8597,https://cryptocoven.s3.amazonaws.com/75c8dbe4513ae7319c235ed556e1ed9f.png,Rust,Night,Chiseled,Shroud (Dusty Rose),Bushy (Brown),Hooded Side,Carnelian,Parted (Beige),Curtain,Aletheia,Ash,Lined (Black),,Hag,Virgo,Virgo,Aries,6,9,9,6,3,4,,,,,,,,,
8598,https://cryptocoven.s3.amazonaws.com/bee257eed9faaf945c6039775aaa3630.png,Taupe,Day,Lithe,Peter Pan (White),Thin Arched (Grey),Alert,Grey,Round (Dark),Xuannu,,Mermaid,Rounded Lady,,Necromancer,Virgo,Gemini,Capricorn,6,1,0,8,6,8,Cheek and Chin Mole,,,Lily,,,,,
8599,https://cryptocoven.s3.amazonaws.com/bee52188728f4d0eeccfda56a6b2fecd.png,Rust,Dawn,Soft,Sheer Striped (Black),Pierced Pyramid Stud (Grey),Circle Lens,Pink,Plump (Natural),Aletheia,Soft Braid,Lavender,Witch,Eclectic Choker Stack (Green),Occultist,Taurus,Sagittarius,Taurus,3,3,0,4,5,4,Cheek Mole,,,Lily,,,,,
8600,https://cryptocoven.s3.amazonaws.com/596b6389bc7da576355215c64aabb264.png,Pink,Twilight,Chiseled,Open Collar with Bow (White),Strong (Black),Smudged Monolid,Green,Dark Gloss (Dark),Keridwen,Soft Braid,Steel,,,Mage,Leo,Aquarius,Capricorn,4,5,5,4,7,6,Mage Script Helm (Green),Labret (Silver),Bat Wings,Lily,Basic Piercings (Silver),,,,
8601,https://cryptocoven.s3.amazonaws.com/6467d7b81189919827302726f876aaeb.png,Plum,Dawn,Chiseled,Sheer Sleeves (Black),Medium Flat (Black),Sunset Almond,Gold,Round (Dark),Keridwen,Soft Waves,Ash,,,Enchantress,Capricorn,Taurus,Aries,4,4,0,7,9,4,,,Crown of Pearls,,,Ethereum Diadem (Silver),,,Feather Robe (White)
8602,https://cryptocoven.s3.amazonaws.com/a832992bdd0159d947dc95e21f908cc0.png,Moss,Day,Lithe,Fluffy Shroud (White),Strong (Black),Hooded Side,Glo,Bow (Purple),Pixie,,Warm Brown,Young Floral Horns,,Hag,Leo,Aries,Sagittarius,7,8,4,2,7,1,Mark of Air (White),,,Monstera,Basic Piercings (Silver),,,,
8603,https://cryptocoven.s3.amazonaws.com/eca689be2b7fef77d03fde3af591c1ed.png,Lavender,Midnight,Chiseled,Romantic Puff (White),Bushy (White),Sunset Almond,Red,Thin Smirk (Orange),Aradia,Aradia,Platinum,Young Floral Horns,,Hag,Gemini,Virgo,Aries,5,6,8,6,1,2,,,,,,,,,
8604,https://cryptocoven.s3.amazonaws.com/25f5faef9077a355e1203b62f1eefc29.png,Sea,Sunset,Lithe,Mock Neck (Black),Bushy (Brown),Smudged Snake,Aqua,Parted (Black),Gelled Baby Hair,Puffy Buns,Black,,,Mage,Aquarius,Cancer,Aries,7,1,3,9,5,0,Mage Script Helm (Purple),,Bat Wings,,,,,,
8605,https://cryptocoven.s3.amazonaws.com/56fb3b739160121ef34a6c18703e6836.png,Pink,Dawn,Chiseled,Ragged Shawl (Black),Pencil (White),Circle Lens,Pink,Bow (Coral),Drill Curls,Flowy Pony,Navy,,,Mage,Leo,Virgo,Libra,2,3,7,2,2,2,,,,Scripted Mage Aura (Green),,,Cute Buns,,
8606,https://cryptocoven.s3.amazonaws.com/05d2109bc0f1769dfd27647b7a71fb20.png,Lavender,Dawn,Soft,Mock Neck (Black),Bushy (White),Circle Lens,Lilac,Bow (Red),Keridwen,Flowy Pony,Steel,,Stars Thread (Natural),Hag,Pisces,Sagittarius,Virgo,2,3,9,3,2,5,,Jeweled Septum Ring (Blue),,Monstera,,,,,
8607,https://cryptocoven.s3.amazonaws.com/571a8d057c7724d50acae393cf7f75b7.png,Taupe,Dusk,Soft,Strappy Crochet Top,Pencil (White),Hooded Side,Glo,Parted (Black),Cloudy Skies,Cloudy Skies,Silver,,,Hag,Virgo,Taurus,Aquarius,7,8,9,6,4,4,Cheek and Chin Mole,Simple Octagon Glasses (Silver),,Chinese Lantern,Basic Piercings (Silver),,Cute Buns,,
8608,https://cryptocoven.s3.amazonaws.com/861ae96cc7c48d5b34bac7942e8e45ca.png,Pink,Night,Lithe,Shroud (Lilac),Medium Flat (Black),Babylash,Blue,Bow (Dusk),Aradia Short,Aletheia,Mermaid,,,Enchantress,Cancer,Leo,Cancer,7,5,7,0,9,9,Nose Bridge Scar,Labret (Silver),,Monstera,,,,,
8609,https://cryptocoven.s3.amazonaws.com/7aaa6e87b0bdfd58e3c1de4d268199d9.png,Rust,Dawn,Chiseled,Mugler Slashed (Black),Bushy (White),Smudged,Red,Parted (Black),Aletheia,Wolf,Steel,,,Occultist,Aquarius,Aquarius,Aries,1,0,8,4,6,4,,Bridge Piercing,,,,,,,
8610,https://cryptocoven.s3.amazonaws.com/5bf364d457c5ff3711d9982803957556.png,Moss,Night,Soft,Strappy Crochet Top,Round (Navy),Sunset Almond,Violet,Dark Gloss (Dark),Aradia Short,,Pink,,Stars Thread (Natural),Hag,Scorpio,Libra,Sagittarius,5,6,7,3,1,3,,,,Monstera,Basic Piercings (Silver),,,Moth Gauze (White),
8611,https://cryptocoven.s3.amazonaws.com/f056984d5762d058871cf8a544d3cb4f.png,Pink,Midnight,Chiseled,Straps (Black),Strong (Black),Circle Lens,Lilac,Thin Smirk (Orange),Xuannu,Flowy Pony,Silver,,Moon Choker (Silver),Mage,Capricorn,Taurus,Sagittarius,8,6,9,2,2,4,,,Bat Wings,,Basic Piercings (Silver),,Dark Lady,,
8612,https://cryptocoven.s3.amazonaws.com/e4e097bfac386c10961e5f1d2fedd75e.png,Moss,Dawn,Chiseled,Mugler Slashed (Black),Round (Navy),Alert,Grey,Witchy Pout (Black),Keridwen,Keridwen,Glo,,,Mage,Libra,Aquarius,Gemini,3,7,4,8,3,8,Mage Script Demonic (Phosphorescent),Septum Ring (Turquoise),,,Basic Piercings (Silver),,,,
8613,https://cryptocoven.s3.amazonaws.com/6c275fab9cef3a23f8d2782dadf20de9.png,Rust,Dawn,Chiseled,Straps (Black),Thin Arched (Grey),Sunset Almond,Violet,Parted (Beige),Aletheia,Soft Braid,Mauve,Witch,,Occultist,Gemini,Libra,Leo,1,2,4,8,5,9,Horned Moon Markings (Black),,,,Bone Hoops (Silver),,,,
8614,https://cryptocoven.s3.amazonaws.com/884cf141b72d49f8450b15025c609043.png,Rust,Dawn,Lithe,Mugler Collarbone Cutout (Black),Round (Navy),Smudged,Red,Glossy Medusa (Natural),Aradia Short,Flowy Pony,Mauve,,,Occultist,Capricorn,Taurus,Gemini,8,7,2,9,7,5,,,,Chinese Lantern,,,,,
8615,https://cryptocoven.s3.amazonaws.com/4b74e17bc676b2191a333736d2b6628b.png,Plum,Midnight,Soft,Ragged Shawl (Black),Round (Navy),Blank,Black,Plump (Black),Baby Drill Curls,Soft Braid,Lavender,Hoodlondon Hathor (Gold),Eclectic Choker Stack (Blue),Seer,Aries,Scorpio,Gemini,6,9,2,4,2,6,,Eyepatch (Black),,,Howl Gems (Orange),,,,
8616,https://cryptocoven.s3.amazonaws.com/c5bfaa311391aed73bd595f72253e5ab.png,Rust,Sunset,Chiseled,Open Collar with Bow (Black),Round (Navy),Circle Lens,Lilac,Dark Gloss (Dark),Aradia,Aradia,Auburn,Mushroom,,Hag,Pisces,Capricorn,Cancer,2,9,9,7,7,3,,,,,,,,,
8617,https://cryptocoven.s3.amazonaws.com/33eb83d324d453d5d59b603cc69beb69.png,Sea,Midnight,Lithe,Pearl Shawl,Bushy (White),Sunset Almond,Glo,Glossy Medusa (Natural),Aletheia,,Steel,,,Seer,Aries,Aquarius,Virgo,7,9,9,2,5,0,Cheek Mole,Blindfold (Turmeric),,,,Raised Third Eye (Red),Cute Buns,,
8618,https://cryptocoven.s3.amazonaws.com/ffe672f5e43a22035be4ea9575c47d56.png,Pink,Night,Soft,Open Collar with Bow (Black),Thin Arched (Grey),Reverse Cateye,Glo,Round (Dark),Aradia Short,Wolf,Auburn,,,Mage,Taurus,Scorpio,Leo,2,5,9,9,7,1,,,,Mage Aura (Orange),,,,,
8619,https://cryptocoven.s3.amazonaws.com/3eeea3c2621a3bb48b342b3f163356f3.png,Rust,Night,Chiseled,Mugler Slashed (Black),Round (Navy),Sunset Almond,Red,Bow (Purple),Aradia,Aradia,Lilac,Witch,,Occultist,Aquarius,Virgo,Libra,3,0,3,7,6,5,Cheek Mole,,,,,,,,Bone Corset (White)
8620,https://cryptocoven.s3.amazonaws.com/094d39209660effc9474e7b011700b2a.png,Sea,Day,Lithe,Poet (White),Bushy (White),Hooded Side,Gold,Bow (Coral),Curl Cloud,Curl Cloud,Mauve,,,Occultist,Virgo,Taurus,Virgo,2,6,2,8,1,9,,,Aries Horns,,,,,Glowing Phosphorous Mask (Purple),Bone Corset (Black)
8621,https://cryptocoven.s3.amazonaws.com/f7f11a7a194272e3c75c253dfbc4a1ef.png,Sea,Dawn,Soft,Ragged Shawl (Black),Round (Navy),Babylash,Purple,Round (Red),Xuannu,Soft Braid,Platinum,Witch,,Seer,Sagittarius,Aquarius,Leo,4,9,3,4,5,8,Freckles,Blindfold (Royal),,,Howl Gems (Purple),,,,
8622,https://cryptocoven.s3.amazonaws.com/0b6ddc953ce2be73fcfb6fdf84fa40ae.png,Plum,Night,Lithe,Straps (Black),Round (Navy),Circle Lens,Hazel,Parted (Black),Xuannu,Nyx Long,Steel,Hoodlondon Hathor (Gold),,Enchantress,Libra,Gemini,Sagittarius,9,4,2,3,5,6,,,,Lily,,,,,
8623,https://cryptocoven.s3.amazonaws.com/32248dfb8ae7ba2a3d4dfe9aaf612b22.png,Peach,Dawn,Soft,Shredded Top (Black),Bushy (White),Hooded Side,Pink,Bow (Brown),Curtain,Cute Pigtails,Steel,,Moon Necklace (Silver),Seer,Cancer,Capricorn,Cancer,5,8,3,7,4,2,,Septum Ring (Turquoise),,,,Darkened Demon Third Eye (Glo),,,
8624,https://cryptocoven.s3.amazonaws.com/f5e1a8ec5148e0b6d3c0b11c5cb101f7.png,Lavender,Twilight,Soft,Striped Shroud (Umber),Strong (Black),Sclera,Gold,Pursed (Natural),Aradia,Aradia,Pink,,,Occultist,Capricorn,Aquarius,Scorpio,3,3,1,5,5,5,,,Aries Horns,,,,,,
8625,https://cryptocoven.s3.amazonaws.com/6fd08f62ba566e423945be654bc392e8.png,Taupe,Twilight,Lithe,Off Shoulder (Black),Bushy (Brown),Hooded Side,Amber,Round (Dark),Xuannu,Cute Pigtails,Mermaid,,,Occultist,Capricorn,Aries,Cancer,4,3,6,6,7,9,,,Bat Wings,,,Darkened Demon Third Eye (Opal),,,
8626,https://cryptocoven.s3.amazonaws.com/3a925d0daa3be0fb87e36eb52f646f5e.png,Lavender,Dusk,Chiseled,Open Collar with Bow (White),Medium Flat (Black),Babylash,Purple,Bow (Dusk),Drill Curls,,Steel,,,Hag,Aquarius,Scorpio,Pisces,2,6,9,5,2,4,,,Leafy Crown,Lily,,,,,
8627,https://cryptocoven.s3.amazonaws.com/0c46ac7f3ee707d72934a41d381d7b0a.png,Lavender,Sunset,Soft,Peter Pan (White),Strong (Black),Smudged Snake,Pink,Bow (Red),Aradia Short,Flowy Pony,Steel,,,Necromancer,Sagittarius,Libra,Aries,5,2,6,8,3,0,,,Aries Horns,,,,,,
8628,https://cryptocoven.s3.amazonaws.com/a6331a45bc0a399dab52b5e7b944ec31.png,Moss,Dawn,Chiseled,Straps (Black),Pencil (White),Smudged Snake,Pink,Full Pout (Beige),Aradia Short,Soft Braid,Platinum,Chic Disk (Black),,Necromancer,Libra,Gemini,Gemini,8,2,4,4,2,2,,Septum Ring (Turquoise),,Chinese Lantern,,,,,
8629,https://cryptocoven.s3.amazonaws.com/9e29dd05d5bd1082ec0f4fb9105f8498.png,Plum,Day,Chiseled,Straps (Black),Medium Flat (Black),Circle Lens,Grey Green,Pursed (Red),Aradia Short,Soft Braid,Lilac,,,Mage,Scorpio,Aquarius,Aries,4,3,7,2,5,8,Mage Script Demonic (Aqua),Simple Septum Ring (Silver),,,,,Cute Buns,,
8630,https://cryptocoven.s3.amazonaws.com/dd9e6a3be7ad2971eab5adece1e31c9a.png,Rust,Sunset,Soft,Strappy Crochet Top,Bushy (White),Circle Lens,Pink,Pursed (Natural),Keridwen,Wolf,Steel,,,Hag,Leo,Leo,Aquarius,4,9,6,3,4,5,,Bridge Piercing,,Lily,Basic Piercings (Silver),,,,
8631,https://cryptocoven.s3.amazonaws.com/8eea1ae174762a1de3a7d4cd6c3e7094.png,Sea,Twilight,Soft,Mugler Collarbone Cutout (Black),Bushy (Brown),Circle Lens,Hazel,Round (Red),Curtain,Wolf,Mermaid,,,Mage,Libra,Sagittarius,Gemini,3,7,8,7,4,0,,,,Scripted Mage Aura (Blue),Basic Piercings (Silver),,Cute Buns,,
8632,https://cryptocoven.s3.amazonaws.com/3217e989816993c24106cae99bdfb6eb.png,Taupe,Sunset,Lithe,Poet (White),Medium Flat (Black),Babylash,Grey,Steady Pout,Aradia,Aradia,Ash,,,Hag,Aries,Gemini,Libra,3,9,9,6,5,8,Moon Mark (White),,Jeweled Antlers,,,,,,
8633,https://cryptocoven.s3.amazonaws.com/55ee3765726be5c34b9963ee1aa73a0c.png,Peach,Sunset,Lithe,Mugler Tailored (White),Strong (Black),Hypnotic,Grey,Bow (Red),Nyx,,Silver,Sheer Moon Nyx Veil (Purple),Creepy Yeha Pearls (Pearl),Enchantress,Aries,Virgo,Taurus,2,1,0,1,5,8,Freckles,,,Lily,,,,,
8634,https://cryptocoven.s3.amazonaws.com/3426b987fc2b11523e834d5763df595a.png,Rust,Day,Chiseled,Striped Shroud (Umber),Pencil (White),Babylash,Purple,Bow (Dusk),Aradia Short,Soft Braid,Silver,,,Enchantress,Aries,Aquarius,Virgo,6,7,5,7,9,4,Nose Bridge Scar,,,,,Ethereum Diadem (Silver),,,
8635,https://cryptocoven.s3.amazonaws.com/abb38dede4ed7bf1041b0abdc6cfae20.png,Taupe,Sunset,Soft,Striped Shroud (Umber),Strong (Black),Circle Lens,Grey Green,Plump (Black),Dramatic Swoop,Dramatic Swoop,Auburn,,,Enchantress,Taurus,Virgo,Taurus,2,5,7,0,7,2,Cheek Mole,,,Chinese Lantern,,,Dark Lady,Gold Veil (Gold),
8636,https://cryptocoven.s3.amazonaws.com/4710aeecc0ec56ff38fe080faaf4692e.png,Sea,Twilight,Chiseled,Mugler Collarbone Cutout (Black),Strong (Black),Clear Graphic,Grey,Parted (Black),Curtain,Xuannu,Platinum,,,Mage,Pisces,Libra,Taurus,3,2,2,7,8,0,,Septum Ring (Turquoise),Bat Wings,Scripted Mage Aura (Green),,,,,
8637,https://cryptocoven.s3.amazonaws.com/4e21689e13e70691ca421c287c17d534.png,Pink,Night,Chiseled,Sheer Striped (Black),Thin Arched (Grey),Circle Lens,Lilac,Plump (Natural),Aletheia,Soft Braid,Lilac,,,Necromancer,Leo,Pisces,Cancer,5,6,7,9,1,5,Freckles,Septum Ring (Turquoise),,,,,,,
